id	version	postal_code	street	state	last_updated	date_created	country	city
22	0	12206	400 SHERIDAN AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
23	0	12209	100 ELBEL CT	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
24	0	12206	160 N MAIN AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
25	0	12206	605 CENTRAL AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
26	0	12208	35 HURST AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
27	0	12203	10 ROSEMONT ST	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
28	0	12208	1065 NEW SCOTLAND RD	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
29	0	12203	391 WESTERN AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
30	0	12208	1075 NEW SCOTLAND RD	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
31	0	12202	99 SLINGERLAND ST	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
32	0	12208	404 PARTRIDGE ST	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
33	0	12209	75 WHITEHALL RD	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
34	0	12210	50 N LARK ST	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
35	0	12206	116 N LAKE AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
36	0	12206	250 CENTRAL AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
37	0	12210	1 DUDLEY HEIGHTS	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
38	0	12202	42 S DOVE ST	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
39	0	12209	50 SUMMIT AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
40	0	12206	30 WATERVLIET AVE	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
41	0	12202	65 KRANK ST	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
42	0	12210	321 NORTHERN BLVD	NY	2010-04-29 11:40:40	2010-04-29 11:40:40	USA	ALBANY
43	0	12208	75 NEW SCOTLAND AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
44	0	12208	135 ACADEMY RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
45	0	12208	60 ACADEMY RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
46	0	12202	8 ELM ST	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
47	0	12203	30 N MAIN AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
48	0	12208	314 S MANNING BLVD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
49	0	12023	1738 HELDERBERG TRAIL	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	BERNE
50	0	12023	1738 HELDERBERG TRAIL	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	BERNE
51	0	12023	1738 HELDERBERG TRAIL	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	BERNE
52	0	12193	BOX 164	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	WESTERLO
53	0	12054	90 ADAMS PL	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
54	0	12041	PO BOX D	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	CLARKSVILLE
55	0	12054	247 DELAWARE AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
56	0	12077	PO BOX 994	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	GLENMONT
57	0	12054	1 MC GUFFEY LN	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
58	0	12054	25 UNION AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
59	0	12054	332 KENWOOD AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
60	0	12054	700 DELAWARE AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
61	0	12054	27 VAN DYKE RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
62	0	12054	42 ADAMS PL	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	DELMAR
63	0	12077	PO BOX 160	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	GLENMONT
64	0	12159	PO BOX 235	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	SLINGERLANDS
65	0	12158	PO BOX 97	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	SELKIRK
66	0	12143	2025 RT 9W	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	RAVENA
67	0	12158	1146 RT 9W	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	SELKIRK
68	0	12045	66 CHURCH ST	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COEYMANS
69	0	12143	2025 RT 9W	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	RAVENA
70	0	12047	7 BEVAN ST	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COHOES
71	0	12047	26 JAMES ST	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COHOES
72	0	12047	150 CONTINENTAL AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COHOES
73	0	12047	1 TIGER WAY	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COHOES
74	0	12047	7 BEVAN ST	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COHOES
75	0	12047	MADELON K HICKEY WAY	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COHOES
76	0	12205	102 LORALEE DR	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
77	0	12205	100 CALIFORNIA AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
78	0	12205	100 LORALEE DR	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
79	0	12211	512 ALBANY SHAKER RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
80	0	12205	1 RAIDER BLVD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
81	0	12205	100 FOREST DR	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
82	0	12205	25 VEEDER DR	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
83	0	12205	329 SAND CREEK RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
84	0	12205	68 WATERMAN AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
85	0	12205	12 AIRLINE DR	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
86	0	12205	54 SAND CREEK RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
87	0	12205	63 MOUNTAIN VIEW AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	ALBANY
88	0	12304	2195 CENTRAL AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	SCHENECTADY
89	0	12204	19 WARDS LN	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	MENANDS
90	0	12204	19 WARDS LN	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	MENANDS
91	0	12110	91 FIDDLERS LN	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LATHAM
92	0	12189	32 COHOES RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	WATERVLIET
93	0	12110	100 CLINTON RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LATHAM
94	0	12047	38 DUNSBACH FERRY RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	COHOES
95	0	12110	95 FORTS FERRY RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LATHAM
96	0	12110	6 MERCER AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LATHAM
97	0	12211	349 OSBORNE RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LOUDONVILLE
98	0	12211	30 SOUTHGATE RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LOUDONVILLE
99	0	12110	475 WATERVLIET-SHAKER RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LATHAM
100	0	12110	445 WATERVLIET-SHAKER RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LATHAM
101	0	12110	347 OLD LOUDON RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LATHAM
102	0	12211	75 UPPER LOUDON RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LOUDONVILLE
103	0	12211	121 OLD NISKAYUNA RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LOUDONVILLE
104	0	12211	374 LOUDON RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	LOUDONVILLE
105	0	12189	11 HASWELL RD	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	WATERVLIET
106	0	12183	171 HUDSON AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	GREEN ISLAND
107	0	12183	171 HUDSON AVE	NY	2010-04-29 11:40:41	2010-04-29 11:40:41	USA	GREEN ISLAND
108	0	12084	6076 STATE FARM RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	GUILDERLAND
109	0	12009	PO BOX 648	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ALTAMONT
110	0	12084	2225 WESTERN AVE	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	GUILDERLAND
111	0	12203	6270 JOHNSTON RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ALBANY
112	0	12085	PO BOX 37	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	GUILDERLAND CENTER
113	0	12303	8 REGINA DR	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	SCHENECTADY
114	0	12084	6072 STATE FARM RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	GUILDERLAND
115	0	12303	3437 CARMAN RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	SCHENECTADY
116	0	12203	20 SUMTER AVE	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ALBANY
117	0	12303	3510 CARMAN RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	SCHENECTADY
118	0	12009	PO BOX 503	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ALTAMONT
119	0	12186	PO BOX 498	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	VOORHEESVILLE
120	0	12186	PO BOX 468	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	VOORHEESVILLE
121	0	12186	PO BOX 528	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	VOORHEESVILLE
122	0	12186	432 NEW SALEM RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	VOORHEESVILLE
123	0	12189	1245 HILLSIDE DR	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	WATERVLIET
124	0	12189	2557 10TH AVE	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	WATERVLIET
125	0	12189	1245 HILLSIDE DR	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	WATERVLIET
126	0	12189	700 5TH AVE	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	WATERVLIET
127	0	14804	6795 RT 21	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ALMOND
128	0	14804	6795 RT 21	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ALMOND
129	0	14804	6795 RT 21	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ALMOND
130	0	14806	PO BOX G	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ANDOVER
131	0	14806	PO BOX G	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	ANDOVER
132	0	14813	1 JAGUAR DR	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	BELMONT
133	0	14813	1 JAGUAR DR	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	BELMONT
134	0	14711	PO BOX 336	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	BELFAST
135	0	14711	PO BOX 336	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	BELFAST
136	0	14711	RAMSEY RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	BELFAST
137	0	14822	PO BOX 230	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	CANASERAGA
138	0	14822	PO BOX 230	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	CANASERAGA
139	0	14739	46 W MAIN ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	FRIENDSHIP
140	0	14739	46 W MAIN ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	FRIENDSHIP
141	0	14739	WHITE CREEK RD	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	FRIENDSHIP
142	0	14735	PO BOX 177	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	FILLMORE
143	0	14735	PO BOX 177	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	FILLMORE
144	0	14744	9790 THAYER ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	HOUGHTON
145	0	14897	692 MAIN ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	WHITESVILLE
146	0	14897	692 MAIN ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	WHITESVILLE
147	0	14727	5476 RT 305	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	CUBA
148	0	14727	5476 RT 305 N	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	CUBA
149	0	14727	15 ELM ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	CUBA
150	0	14777	9114 SCHOOL ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	RUSHFORD
151	0	14727	5476 RT 305	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	CUBA
152	0	14880	3968 WASHINGTON ST	NY	2010-04-29 11:41:04	2010-04-29 11:41:04	USA	SCIO
153	0	14880	3968 WASHINGTON ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	SCIO
154	0	14895	126 WEST STATE ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WELLSVILLE
155	0	14895	126 W STATE ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WELLSVILLE
156	0	14895	126 W STATE ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WELLSVILLE
157	0	14895	98 SCHOOL ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WELLSVILLE
158	0	14895	24 MAPLE AVE	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WELLSVILLE
159	0	14715	100 SCHOOL ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BOLIVAR
160	0	14715	100 SCHOOL ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BOLIVAR
161	0	14774	MAIN ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	RICHBURG
162	0	14715	422 MAIN ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BOLIVAR
163	0	13901	1 GORDON DR	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
164	0	13901	6 PATCH RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
165	0	13901	6 PATCH RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
166	0	13901	1 GORDON DR	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
167	0	13901	1 GORDON DR	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
168	0	13901	PO BOX 2126	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
169	0	13904	261 ROBINSON ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
170	0	13903	262 CONKLIN AVE	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
171	0	13905	151 HELEN ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
172	0	13903	1123 VESTAL AVE	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
173	0	13901	9 OGDEN ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
174	0	13905	287 PROSPECT ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
175	0	13904	167 E FREDERICK ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
176	0	13905	W MIDDLE AVE	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
177	0	13905	31 MAIN ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
178	0	13905	30 COLLEGE ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
179	0	13905	70 SEMINARY AVE	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
180	0	13903	9 LIVINGSTON ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
181	0	13905	3 AQUINAS ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
182	0	13904	425 ROBINSON ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
183	0	13903	2092 E HAMPTON RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
184	0	13787	PO BOX 147	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	HARPURSVILLE
185	0	13787	PO BOX 147	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	HARPURSVILLE
186	0	13787	PO BOX 147	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	HARPURSVILLE
187	0	13748	PO BOX 200	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	CONKLIN
188	0	13903	3849 SADDLEMIRE RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
189	0	13748	PO BOX 250	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	CONKLIN
190	0	13748	PO BOX 225	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	CONKLIN
191	0	13748	PO BOX 275	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	CONKLIN
192	0	13901	221 CHENANGO BRIDGE RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
193	0	13901	221 CHENANGO BRIDGE RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
194	0	13901	741 RIVER RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
195	0	13901	221 CHENANGO BRIDGE RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
196	0	13901	221 CHENANGO BRIDGE RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
197	0	13902	4400 VESTAL PARKWAY EAST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
198	0	13901	1182 CHENANGO ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	BINGHAMTON
199	0	13760	712 FARM-TO-MARKET RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	ENDWELL
200	0	13760	3618 BRIAR LN	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	ENDWELL
201	0	13802	PO BOX 218	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	MAINE
202	0	13760	1119 FARM-TO-MARKET RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	ENDWELL
203	0	13760	750 FARM-TO-MARKET RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	ENDWELL
204	0	13754	171 2ND ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	DEPOSIT
205	0	13754	171 2ND ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	DEPOSIT
206	0	13754	171 2ND ST	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	DEPOSIT
207	0	13783	2732 B-48 ROODS CREEK RD	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	HANCOCK
208	0	13862	PO BOX 249	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WHITNEY POINT
209	0	13862	2887 NY RT 11	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WHITNEY POINT
210	0	13862	PO BOX 249	NY	2010-04-29 11:41:05	2010-04-29 11:41:05	USA	WHITNEY POINT
211	0	13862	PO BOX 249	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	WHITNEY POINT
212	0	13760	1100 E MAIN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
213	0	13760	715 PADEN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
214	0	13760	999 TAFT AVE	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
215	0	13760	101 LODER AVE	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
216	0	13760	1201 UNN CTR MNE HWY	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
217	0	13760	1200 E MAIN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
218	0	13760	263 RIDGEFIELD RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
219	0	13760	1301 UNN CTR MNE HWY	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
220	0	13760	210 N JACKSON AVE	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
221	0	13760	1112 BROAD ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	ENDICOTT
222	0	13790	666 REYNOLDS RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	JOHNSON CITY
223	0	13790	601 COLUMBIA DR	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	JOHNSON CITY
224	0	13790	601 COLUMBIA DR	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	JOHNSON CITY
225	0	13790	601 COLUMBIA DR	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	JOHNSON CITY
226	0	13790	666 REYNOLDS RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	JOHNSON CITY
227	0	13790	143 MAIN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	JOHNSON CITY
228	0	13905	249 GLENWOOD RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	BINGHAMTON
229	0	13790	1 ENDICOTT AVE	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	JOHNSON CITY
230	0	13850	201 MAIN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
231	0	13850	600 S BENITA BLVD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
232	0	13850	209 CLAYTON AVE	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
233	0	13850	337 JONES RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
234	0	13732	40-48 GLANN RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	APALACHIN
235	0	13850	709 COUNTRY CLUB RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
236	0	13850	600 S BENITA BLVD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
237	0	13850	205 WOODLAWN DR	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
238	0	13850	4737 DEERFIELD PL	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
239	0	13850	2101 OWEGO RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	VESTAL
240	0	13865	215 MAIN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	WINDSOR
241	0	13795	15 GOLDEN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	KIRKWOOD
242	0	13865	440 FOLEY RD	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	WINDSOR
243	0	13865	213 MAIN ST	NY	2010-04-29 11:41:06	2010-04-29 11:41:06	USA	WINDSOR
